trade_key_x,signal_time_x,entry_time_x,dir_x,mode_x,stage_x,entry,stop,stop_distance,exit_time_x,exit_price,exit_reason,pnl_points,_key,signal_time_y,entry_time_y,dir_y,mode_y,stage_y,open_time,ea_entry,ea_stop,exit_time_y,ea_exit,ea_reason,ea_pnl,pnl_usd,virtual_balance,trade_key_y,_merge,diff_entry,diff_stop,diff_exit_price,diff_pnl_points
2025.08.13 01:00:00|S|S1,2025-08-13 01:00:00,2025-08-13 01:00:00,S,cross,1.0,3343.649,3348.816,5.166999999999916,2025-08-13 01:00:00,3348.816,SL hit,-5.166999999999916,2025.08.13 01:00:00|S|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.08.13 01:00:00|S|S2,2025-08-13 01:00:00,2025-08-13 01:00:00,S,cross,2.0,3343.649,3348.816,5.166999999999916,2025-08-13 01:00:00,3348.816,trail/SL hit,-5.166999999999916,2025.08.13 01:00:00|S|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.08.13 01:00:00|S|S3,2025-08-13 01:00:00,2025-08-13 01:00:00,S,cross,3.0,3343.649,3348.816,5.166999999999916,2025-08-13 01:00:00,3348.816,SL hit,-5.166999999999916,2025.08.13 01:00:00|S|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 15:00:00|L|S1,2025-08-27 15:00:00,2025-08-27 15:00:00,L,cross,1.0,3386.398,3380.105,6.29300000000012,2025-08-27 23:00:00,3398.9840000000004,2.0R TP,12.58600000000024,2025.08.27 15:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 15:00:00|L|S2,2025-08-27 15:00:00,2025-08-27 15:00:00,L,cross,2.0,3386.398,3380.105,6.29300000000012,2025-08-28 00:30:00,3391.699850107965,trail/SL hit,5.301850107965038,2025.08.27 15:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 15:00:00|L|S3,2025-08-27 15:00:00,2025-08-27 15:00:00,L,cross,3.0,3386.398,3380.105,6.29300000000012,2025-08-29 04:00:00,3408.409,M30 merged cross,22.010999999999967,2025.08.27 15:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
,,,,,,,,,,,,,2025.08.27 15:30:00|BUY|S2,2025.08.27 14:30,2025.08.27 15:30,BUY,cross,2.0,2025.08.27 15:30,3387.929,3380.10517,2025.08.27 15:30,3387.898,M30 merged cross,-0.031,-0.031,482.93675,2025.08.27 15:30:00|BUY|S2,right_only,,,,
,,,,,,,,,,,,,2025.08.27 15:30:00|BUY|S3,2025.08.27 14:30,2025.08.27 15:30,BUY,cross,3.0,2025.08.27 15:30,3387.929,3380.10517,2025.08.27 15:30,3387.898,M30 merged cross,-0.031,-0.0465,482.89025,2025.08.27 15:30:00|BUY|S3,right_only,,,,
2025.08.27 15:30:00|L|S1,2025-08-27 15:30:00,2025-08-27 15:30:00,L,post_n2,1.0,3387.929,3381.439,6.4900000000002365,2025-08-28 08:30:00,3400.909000000001,2.0R TP,12.980000000000471,2025.08.27 15:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 15:30:00|L|S2,2025-08-27 15:30:00,2025-08-27 15:30:00,L,post_n2,2.0,3387.929,3381.439,6.4900000000002365,2025-08-28 00:30:00,3391.699850107965,trail/SL hit,3.7708501079650887,2025.08.27 15:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 15:30:00|L|S3,2025-08-27 15:30:00,2025-08-27 15:30:00,L,post_n2,3.0,3387.929,3381.439,6.4900000000002365,2025-08-29 04:00:00,3408.409,M30 merged cross,20.480000000000015,2025.08.27 15:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 16:00:00|L|S1,2025-08-27 16:00:00,2025-08-27 16:00:00,L,post_n3,1.0,3387.917,3381.936,5.980999999999767,2025-08-28 08:30:00,3399.8789999999995,2.0R TP,11.961999999999534,2025.08.27 16:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 16:00:00|L|S2,2025-08-27 16:00:00,2025-08-27 16:00:00,L,post_n3,2.0,3387.917,3381.936,5.980999999999767,2025-08-28 00:30:00,3391.699850107965,trail/SL hit,3.78285010796526,2025.08.27 16:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 16:00:00|L|S3,2025-08-27 16:00:00,2025-08-27 16:00:00,L,post_n3,3.0,3387.917,3381.936,5.980999999999767,2025-08-29 04:00:00,3408.409,M30 merged cross,20.49200000000019,2025.08.27 16:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 16:30:00|L|S1,2025-08-27 16:30:00,2025-08-27 16:30:00,L,post_n4,1.0,3391.067,3382.645,8.422000000000025,2025-08-28 12:00:00,3407.911,2.0R TP,16.84400000000005,2025.08.27 16:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 16:30:00|L|S2,2025-08-27 16:30:00,2025-08-27 16:30:00,L,post_n4,2.0,3391.067,3382.645,8.422000000000025,2025-08-28 13:00:00,3396.4917710237464,trail/SL hit,5.424771023746416,2025.08.27 16:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 16:30:00|L|S3,2025-08-27 16:30:00,2025-08-27 16:30:00,L,post_n4,3.0,3391.067,3382.645,8.422000000000025,2025-08-29 04:00:00,3408.409,M30 merged cross,17.3420000000001,2025.08.27 16:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
,,,,,,,,,,,,,2025.08.27 17:00:00|BUY|S2,2025.08.27 16:00,2025.08.27 17:00,BUY,post_n,2.0,2025.08.27 17:00,3395.481,3382.64508,2025.08.27 17:00,3396.49,M30 merged cross,1.009,1.009,483.89925,2025.08.27 17:00:00|BUY|S2,right_only,,,,
,,,,,,,,,,,,,2025.08.27 17:00:00|BUY|S3,2025.08.27 16:00,2025.08.27 17:00,BUY,post_n,3.0,2025.08.27 17:00,3395.481,3382.64508,2025.08.27 17:00,3396.49,M30 merged cross,1.009,1.5135,485.41275,2025.08.27 17:00:00|BUY|S3,right_only,,,,
2025.08.27 17:00:00|L|S1,2025-08-27 17:00:00,2025-08-27 17:00:00,L,post_n5,1.0,3395.481,3383.628,11.853000000000064,2025-08-28 18:30:00,3419.1870000000004,2.0R TP,23.70600000000013,2025.08.27 17:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 17:00:00|L|S2,2025-08-27 17:00:00,2025-08-27 17:00:00,L,post_n5,2.0,3395.481,3383.628,11.853000000000064,2025-08-29 01:00:00,3412.304128506776,trail/SL hit,16.8231285067759,2025.08.27 17:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 17:00:00|L|S3,2025-08-27 17:00:00,2025-08-27 17:00:00,L,post_n5,3.0,3395.481,3383.628,11.853000000000064,2025-08-29 04:00:00,3408.409,M30 merged cross,12.927999999999884,2025.08.27 17:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 17:30:00|L|S1,2025-08-27 17:30:00,2025-08-27 17:30:00,L,post_n6,1.0,3396.512,3384.617,11.894999999999982,2025-08-28 02:30:00,3384.617,SL hit,-11.894999999999982,2025.08.27 17:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 17:30:00|L|S2,2025-08-27 17:30:00,2025-08-27 17:30:00,L,post_n6,2.0,3396.512,3384.617,11.894999999999982,2025-08-28 02:30:00,3384.617,trail/SL hit,-11.894999999999982,2025.08.27 17:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.08.27 17:30:00|L|S3,2025-08-27 17:30:00,2025-08-27 17:30:00,L,post_n6,3.0,3396.512,3384.617,11.894999999999982,2025-08-28 02:30:00,3384.617,SL hit,-11.894999999999982,2025.08.27 17:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
2025.08.29 13:00:00|L|S1,2025-08-29 13:00:00,2025-08-29 13:00:00,L,pre_cross,1.0,3416.521,3409.608,6.913000000000011,2025-08-29 14:00:00,3430.347,2.0R TP,13.826000000000022,2025.08.29 13:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.08.29 13:00:00|L|S2,2025-08-29 13:00:00,2025-08-29 13:00:00,L,pre_cross,2.0,3416.521,3409.608,6.913000000000011,2025-08-29 15:00:00,3444.173,4.0R forced,27.652000000000044,2025.08.29 13:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.08.29 13:00:00|L|S3,2025-08-29 13:00:00,2025-08-29 13:00:00,L,pre_cross,3.0,3416.521,3409.608,6.913000000000011,2025-09-02 08:30:00,3477.567,M30 merged cross,61.04599999999982,2025.08.29 13:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
,,,,,,,,,,,,,2025.08.29 13:30:00|BUY|S2,2025.08.29 12:30,2025.08.29 13:30,BUY,pre_cross,2.0,2025.08.29 13:30,3417.457,3409.60845,2025.08.29 13:30,3428.691,M30 merged cross,11.234,11.234,496.64675,2025.08.29 13:30:00|BUY|S2,right_only,,,,
,,,,,,,,,,,,,2025.08.29 13:30:00|BUY|S3,2025.08.29 12:30,2025.08.29 13:30,BUY,pre_cross,3.0,2025.08.29 13:30,3417.457,3409.60845,2025.08.29 13:30,3428.691,M30 merged cross,11.234,16.851,513.49775,2025.08.29 13:30:00|BUY|S3,right_only,,,,
2025.08.29 13:30:00|L|S1,2025-08-29 13:30:00,2025-08-29 13:30:00,L,cross,1.0,3417.457,3409.608,7.848999999999705,2025-08-29 14:00:00,3433.1549999999997,2.0R TP,15.69799999999941,2025.08.29 13:30:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.08.29 13:30:00|L|S2,2025-08-29 13:30:00,2025-08-29 13:30:00,L,cross,2.0,3417.457,3409.608,7.848999999999705,2025-08-29 16:30:00,3448.8529999999987,4.0R forced,31.39599999999882,2025.08.29 13:30:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.08.29 13:30:00|L|S3,2025-08-29 13:30:00,2025-08-29 13:30:00,L,cross,3.0,3417.457,3409.608,7.848999999999705,2025-09-02 08:30:00,3477.567,M30 merged cross,60.11000000000013,2025.08.29 13:30:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
,,,,,,,,,,,,,2025.08.29 14:00:00|BUY|S2,2025.08.29 13:00,2025.08.29 14:00,BUY,cross,2.0,2025.08.29 14:00,3428.723,3409.60845,2025.08.29 14:00,3435.89,M30 merged cross,7.167,7.167,520.66475,2025.08.29 14:00:00|BUY|S2,right_only,,,,
,,,,,,,,,,,,,2025.08.29 14:00:00|BUY|S3,2025.08.29 13:00,2025.08.29 14:00,BUY,cross,3.0,2025.08.29 14:00,3428.723,3409.60845,2025.08.29 14:00,3435.89,M30 merged cross,7.167,10.7505,531.41525,2025.08.29 14:00:00|BUY|S3,right_only,,,,
2025.08.29 14:00:00|L|S1,2025-08-29 14:00:00,2025-08-29 14:00:00,L,post_n2,1.0,3428.723,3412.085,16.63799999999992,2025-09-01 02:00:00,3461.999,2.0R TP,33.27599999999984,2025.08.29 14:00:00|L|S1,,,,,,,,,,,,,,,,left_only,,,,
2025.08.29 14:00:00|L|S2,2025-08-29 14:00:00,2025-08-29 14:00:00,L,post_n2,2.0,3428.723,3412.085,16.63799999999992,2025-09-01 12:00:00,3467.258526481475,trail/SL hit,38.535526481475245,2025.08.29 14:00:00|L|S2,,,,,,,,,,,,,,,,left_only,,,,
2025.08.29 14:00:00|L|S3,2025-08-29 14:00:00,2025-08-29 14:00:00,L,post_n2,3.0,3428.723,3412.085,16.63799999999992,2025-09-02 08:30:00,3477.567,M30 merged cross,48.84400000000005,2025.08.29 14:00:00|L|S3,,,,,,,,,,,,,,,,left_only,,,,
