bar_time,close,m30_sma5,m30_sma13,m30_dist%,m30_cross,h2_dist%,h2_dir,signal
2026-06-16 00:30:00,4319.175,4316.291,4322.06,0.1336,NONE,-0.8676,BEAR,NO_SIGNAL
2026-06-16 01:00:00,4319.14,4316.861,4321.835,0.1152,NONE,-0.8676,BEAR,NO_SIGNAL
2026-06-16 01:30:00,4313.447,4316.178,4321.19,0.1161,NONE,-0.8676,BEAR,NO_SIGNAL
2026-06-16 02:00:00,4312.405,4315.423,4320.514,0.118,NONE,-0.8381,BEAR,NO_SIGNAL
2026-06-16 02:30:00,4318.456,4316.03,4320.356,0.1002,NONE,-0.8381,BEAR,NO_SIGNAL
2026-06-16 03:00:00,4321.244,4317.073,4320.424,0.0776,NONE,-0.8381,BEAR,NO_SIGNAL
2026-06-16 03:30:00,4330.235,4319.705,4321.179,0.0341,NONE,-0.8381,BEAR,NO_SIGNAL
2026-06-16 04:00:00,4322.997,4320.364,4321.319,0.0221,NONE,-0.7625,BEAR,NO_SIGNAL
2026-06-16 04:30:00,4322.633,4320.817,4321.42,0.0139,DEAD,-0.7625,BEAR,SELL
2026-06-16 05:00:00,4327.112,4322.076,4321.858,-0.0051,GOLDEN,-0.7625,BEAR,M30_GOLDEN_no_H2
2026-06-16 05:30:00,4315.673,4320.796,4321.382,0.0136,NONE,-0.7625,BEAR,NO_SIGNAL
2026-06-16 06:00:00,4316.299,4319.896,4320.991,0.0253,NONE,-0.7491,BEAR,NO_SIGNAL
2026-06-16 06:30:00,4323.703,4320.658,4321.199,0.0125,DEAD,-0.7491,BEAR,SELL
2026-06-16 07:00:00,4328.625,4322.251,4321.771,-0.0111,NONE,-0.7491,BEAR,NO_SIGNAL
2026-06-16 07:30:00,4334.908,4324.783,4322.781,-0.0463,NONE,-0.7491,BEAR,NO_SIGNAL
2026-06-16 08:00:00,4341.362,4328.098,4324.211,-0.0898,NONE,-0.7561,BEAR,NO_SIGNAL
2026-06-16 08:30:00,4346.783,4331.835,4325.947,-0.1359,NONE,-0.7561,BEAR,NO_SIGNAL
2026-06-16 09:00:00,4339.653,4333.399,4327.001,-0.1476,NONE,-0.7561,BEAR,NO_SIGNAL
2026-06-16 09:30:00,4345.058,4335.731,4328.39,-0.1693,NONE,-0.7561,BEAR,NO_SIGNAL
2026-06-16 10:00:00,4344.3,4337.445,4329.614,-0.1805,NONE,-0.7376,BEAR,NO_SIGNAL
2026-06-16 10:30:00,4348.705,4339.697,4331.083,-0.1985,NONE,-0.7376,BEAR,NO_SIGNAL
2026-06-16 11:00:00,4341.796,4340.117,4331.907,-0.1892,NONE,-0.7376,BEAR,NO_SIGNAL
2026-06-16 11:30:00,4340.763,4340.246,4332.588,-0.1764,NONE,-0.7376,BEAR,NO_SIGNAL
2026-06-16 12:00:00,4343.759,4340.948,4333.447,-0.1728,NONE,-0.6876,BEAR,NO_SIGNAL
2026-06-16 12:30:00,4354.497,4343.658,4335.066,-0.1978,NONE,-0.6876,BEAR,NO_SIGNAL
2026-06-16 13:00:00,4335.187,4341.964,4335.076,-0.1586,NONE,-0.6876,BEAR,NO_SIGNAL
2026-06-16 13:30:00,4331.882,4339.948,4334.83,-0.1179,NONE,-0.6876,BEAR,NO_SIGNAL
2026-06-16 14:00:00,4319.641,4335.886,4333.662,-0.0513,NONE,-0.65,BEAR,NO_SIGNAL
2026-06-16 14:30:00,4323.841,4333.477,4332.906,-0.0132,GOLDEN,-0.65,BEAR,M30_GOLDEN_no_H2
2026-06-16 15:00:00,4325.602,4331.902,4332.344,0.0102,DEAD,-0.65,BEAR,SELL
2026-06-16 15:30:00,4335.381,4332.598,4332.578,-0.0005,NONE,-0.65,BEAR,NO_SIGNAL
2026-06-16 16:00:00,4344.398,4334.958,4333.487,-0.0339,NONE,-0.6254,BEAR,NO_SIGNAL
2026-06-16 16:30:00,4340.704,4336.107,4334.042,-0.0476,NONE,-0.6254,BEAR,NO_SIGNAL
2026-06-16 17:00:00,4334.478,4335.781,4334.076,-0.0393,NONE,-0.6254,BEAR,NO_SIGNAL
2026-06-16 17:30:00,4340.091,4336.643,4334.539,-0.0485,NONE,-0.6254,BEAR,NO_SIGNAL
2026-06-16 18:00:00,4341.153,4337.545,4335.047,-0.0576,NONE,-0.5808,BEAR,NO_SIGNAL
2026-06-16 18:30:00,4338.335,4337.703,4335.3,-0.0554,NONE,-0.5808,BEAR,NO_SIGNAL
2026-06-16 19:00:00,4339.628,4338.088,4335.633,-0.0566,NONE,-0.5808,BEAR,NO_SIGNAL
2026-06-16 19:30:00,4334.102,4337.291,4335.515,-0.0409,NONE,-0.5808,BEAR,NO_SIGNAL
2026-06-16 20:00:00,4332.952,4336.423,4335.318,-0.0255,NONE,-0.5305,BEAR,NO_SIGNAL
2026-06-16 20:30:00,4331.08,4335.354,4334.992,-0.0084,GOLDEN,-0.5305,BEAR,M30_GOLDEN_no_H2
2026-06-16 22:00:00,4329.969,4334.277,4334.606,0.0076,NONE,-0.4852,NEUTRAL,NO_SIGNAL
2026-06-16 22:30:00,4335.273,4334.477,4334.657,0.0042,DEAD,-0.4852,NEUTRAL,M30_DEAD_no_H2
2026-06-16 23:00:00,4336.23,4334.827,4334.778,-0.0011,GOLDEN,-0.4852,NEUTRAL,M30_GOLDEN_no_H2
2026-06-16 23:30:00,4331.111,4334.084,4334.496,0.0095,DEAD,-0.4852,NEUTRAL,M30_DEAD_no_H2
2026-06-17 00:00:00,4337.439,4334.755,4334.722,-0.0008,NONE,-0.4722,NEUTRAL,NO_SIGNAL
2026-06-17 00:30:00,4336.91,4335.186,4334.891,-0.0068,NONE,-0.4722,NEUTRAL,NO_SIGNAL
2026-06-17 01:00:00,4343.453,4336.839,4335.549,-0.0297,NONE,-0.4722,NEUTRAL,NO_SIGNAL
2026-06-17 01:30:00,4341.011,4337.674,4335.969,-0.0393,NONE,-0.4722,NEUTRAL,NO_SIGNAL
2026-06-17 02:00:00,4340.406,4338.22,4336.311,-0.044,NONE,-0.4307,NEUTRAL,NO_SIGNAL
2026-06-17 02:30:00,4331.759,4336.928,4335.961,-0.0223,NONE,-0.4307,NEUTRAL,NO_SIGNAL
2026-06-17 03:00:00,4331.477,4335.838,4335.616,-0.0051,GOLDEN,-0.4307,NEUTRAL,M30_GOLDEN_no_H2
2026-06-17 03:30:00,4332.258,4335.122,4335.357,0.0054,NONE,-0.4307,NEUTRAL,NO_SIGNAL
2026-06-17 04:00:00,4324.672,4333.032,4334.535,0.0347,NONE,-0.3775,NEUTRAL,NO_SIGNAL
2026-06-17 04:30:00,4326.533,4331.732,4333.92,0.0505,NONE,-0.3775,NEUTRAL,NO_SIGNAL
2026-06-17 05:00:00,4327.01,4330.788,4333.388,0.0601,NONE,-0.3775,NEUTRAL,NO_SIGNAL
2026-06-17 05:30:00,4326.628,4329.956,4332.868,0.0673,NONE,-0.3775,NEUTRAL,NO_SIGNAL
2026-06-17 06:00:00,4324.429,4328.85,4332.219,0.0778,NONE,-0.3287,NEUTRAL,NO_SIGNAL
2026-06-17 06:30:00,4331.487,4329.378,4332.163,0.0643,NONE,-0.3287,NEUTRAL,NO_SIGNAL
2026-06-17 07:00:00,4328.938,4329.29,4331.915,0.0606,NONE,-0.3287,NEUTRAL,NO_SIGNAL
2026-06-17 07:30:00,4325.32,4328.496,4331.407,0.0673,NONE,-0.3287,NEUTRAL,NO_SIGNAL
2026-06-17 08:00:00,4323.461,4327.489,4330.796,0.0764,NONE,-0.2998,NEUTRAL,NO_SIGNAL
2026-06-17 08:30:00,4324.536,4326.898,4330.315,0.079,NONE,-0.2998,NEUTRAL,NO_SIGNAL
2026-06-17 09:00:00,4331.796,4327.878,4330.429,0.0589,NONE,-0.2998,NEUTRAL,NO_SIGNAL
2026-06-17 09:30:00,4329.668,4328.236,4330.37,0.0493,NONE,-0.2998,NEUTRAL,NO_SIGNAL
2026-06-17 10:00:00,4329.146,4328.418,4330.276,0.0429,NONE,-0.256,NEUTRAL,NO_SIGNAL
2026-06-17 10:30:00,4331.359,4329.006,4330.359,0.0313,NONE,-0.256,NEUTRAL,NO_SIGNAL
2026-06-17 11:00:00,4328.793,4328.963,4330.239,0.0295,NONE,-0.256,NEUTRAL,NO_SIGNAL
2026-06-17 11:30:00,4323.32,4327.835,4329.707,0.0432,NONE,-0.256,NEUTRAL,NO_SIGNAL
2026-06-17 12:00:00,4325.132,4327.294,4329.355,0.0476,NONE,-0.2667,NEUTRAL,NO_SIGNAL
2026-06-17 12:30:00,4333.434,4328.522,4329.668,0.0265,NONE,-0.2667,NEUTRAL,NO_SIGNAL
2026-06-17 13:00:00,4335.462,4329.91,4330.114,0.0047,DEAD,-0.2667,NEUTRAL,M30_DEAD_no_H2
2026-06-17 13:30:00,4339.935,4331.915,4330.87,-0.0241,NONE,-0.2667,NEUTRAL,NO_SIGNAL
2026-06-17 14:00:00,4360.112,4337.554,4333.119,-0.1023,NONE,-0.3374,NEUTRAL,NO_SIGNAL
2026-06-17 14:30:00,4344.631,4338.97,4334.005,-0.1144,NONE,-0.3374,NEUTRAL,NO_SIGNAL
2026-06-17 15:00:00,4355.269,4342.23,4335.64,-0.1518,NONE,-0.3374,NEUTRAL,NO_SIGNAL
2026-06-17 15:30:00,4363.608,4346.505,4337.792,-0.2005,NONE,-0.3374,NEUTRAL,NO_SIGNAL
2026-06-17 16:00:00,4364.989,4350.202,4339.884,-0.2372,NONE,-0.4303,NEUTRAL,NO_SIGNAL
2026-06-17 16:30:00,4359.333,4352.028,4341.38,-0.2447,NONE,-0.4303,NEUTRAL,NO_SIGNAL
2026-06-17 17:00:00,4361.014,4353.825,4342.89,-0.2512,NONE,-0.4303,NEUTRAL,NO_SIGNAL
2026-06-17 17:30:00,4379.986,4359.058,4345.744,-0.3054,NONE,-0.4303,NEUTRAL,NO_SIGNAL
2026-06-17 18:00:00,4292.791,4345.804,4341.67,-0.0951,GOLDEN,-0.0845,NEUTRAL,M30_GOLDEN_no_H2
2026-06-17 18:30:00,4285.985,4333.84,4337.387,0.0818,NONE,-0.0845,NEUTRAL,NO_SIGNAL
2026-06-17 19:00:00,4227.187,4312.51,4328.91,0.3803,NONE,-0.0845,NEUTRAL,NO_SIGNAL
2026-06-17 19:30:00,4235.678,4297.143,4321.738,0.5724,NONE,-0.0845,NEUTRAL,NO_SIGNAL
2026-06-17 20:00:00,4258.061,4289.327,4316.84,0.6414,NONE,0.112,NEUTRAL,NO_SIGNAL
2026-06-17 20:30:00,4257.489,4282.959,4312.275,0.6845,NONE,0.112,NEUTRAL,NO_SIGNAL
2026-06-17 22:00:00,4267.189,4279.805,4308.806,0.6776,NONE,0.1978,NEUTRAL,NO_SIGNAL
2026-06-17 22:30:00,4266.82,4277.208,4305.577,0.6632,NONE,0.1978,NEUTRAL,NO_SIGNAL
2026-06-17 23:00:00,4280.217,4277.81,4303.626,0.6035,NONE,0.1978,NEUTRAL,NO_SIGNAL
2026-06-17 23:30:00,4277.846,4277.817,4301.643,0.557,NONE,0.1978,NEUTRAL,NO_SIGNAL
2026-06-18 00:00:00,4300.397,4282.333,4301.547,0.4487,NONE,0.1431,NEUTRAL,NO_SIGNAL
2026-06-18 00:30:00,4308.528,4287.572,4302.084,0.3385,NONE,0.1431,NEUTRAL,NO_SIGNAL
2026-06-18 01:00:00,4319.075,4293.873,4303.391,0.2217,NONE,0.1431,NEUTRAL,NO_SIGNAL
2026-06-18 01:30:00,4317.957,4298.69,4304.512,0.1354,NONE,0.1431,NEUTRAL,NO_SIGNAL
2026-06-18 02:00:00,4324.209,4303.793,4306.027,0.0519,NONE,0.0962,NEUTRAL,NO_SIGNAL
2026-06-18 02:30:00,4310.965,4305.228,4306.407,0.0274,DEAD,0.0962,NEUTRAL,M30_DEAD_no_H2
2026-06-18 03:00:00,4314.812,4307.145,4307.053,-0.0021,NONE,0.0962,NEUTRAL,NO_SIGNAL
2026-06-18 03:30:00,4319.51,4309.618,4308.011,-0.0373,NONE,0.0962,NEUTRAL,NO_SIGNAL
2026-06-18 04:00:00,4313.726,4310.439,4308.451,-0.0461,NONE,0.0933,NEUTRAL,NO_SIGNAL
2026-06-18 04:30:00,4315.833,4311.518,4309.019,-0.058,NONE,0.0933,NEUTRAL,NO_SIGNAL
2026-06-18 05:00:00,4322.944,4313.803,4310.09,-0.0861,NONE,0.0933,NEUTRAL,NO_SIGNAL
2026-06-18 05:30:00,4307.887,4312.62,4309.921,-0.0626,NONE,0.0933,NEUTRAL,NO_SIGNAL
2026-06-18 06:00:00,4304.883,4311.073,4309.533,-0.0357,NONE,0.1451,NEUTRAL,NO_SIGNAL
2026-06-18 06:30:00,4306.312,4310.12,4309.285,-0.0194,NONE,0.1451,NEUTRAL,NO_SIGNAL
2026-06-18 07:00:00,4307.508,4309.598,4309.149,-0.0104,GOLDEN,0.1451,NEUTRAL,M30_GOLDEN_no_H2
2026-06-18 07:30:00,4288.558,4305.39,4307.565,0.0505,NONE,0.1451,NEUTRAL,NO_SIGNAL
2026-06-18 08:00:00,4284.985,4301.309,4305.828,0.1051,NONE,0.238,NEUTRAL,NO_SIGNAL
2026-06-18 08:30:00,4266.756,4294.398,4302.822,0.1962,NONE,0.238,NEUTRAL,NO_SIGNAL
2026-06-18 09:00:00,4266.161,4288.751,4300.002,0.2623,NONE,0.238,NEUTRAL,NO_SIGNAL
2026-06-18 09:30:00,4268.768,4284.754,4297.6,0.2998,NONE,0.238,NEUTRAL,NO_SIGNAL
2026-06-18 10:00:00,4269.29,4281.661,4295.422,0.3214,NONE,0.3811,NEUTRAL,NO_SIGNAL
2026-06-18 10:30:00,4255.604,4276.45,4292.359,0.372,NONE,0.3811,NEUTRAL,NO_SIGNAL
2026-06-18 11:00:00,4249.156,4270.991,4289.036,0.4225,NONE,0.3811,NEUTRAL,NO_SIGNAL
2026-06-18 11:30:00,4241.759,4265.145,4285.399,0.4749,NONE,0.3811,NEUTRAL,NO_SIGNAL
2026-06-18 12:00:00,4255.296,4263.175,4283.083,0.467,NONE,0.4392,NEUTRAL,NO_SIGNAL
2026-06-18 12:30:00,4246.469,4259.834,4280.267,0.4797,NONE,0.4392,NEUTRAL,NO_SIGNAL
2026-06-18 13:00:00,4263.005,4260.468,4278.939,0.4335,NONE,0.4392,NEUTRAL,NO_SIGNAL
2026-06-18 13:30:00,4256.35,4259.644,4277.201,0.4122,NONE,0.4392,NEUTRAL,NO_SIGNAL
2026-06-18 14:00:00,4244.124,4256.54,4274.657,0.4256,NONE,0.5614,BULL,NO_SIGNAL
2026-06-18 14:30:00,4252.477,4255.728,4272.951,0.4047,NONE,0.5614,BULL,NO_SIGNAL
2026-06-18 15:00:00,4235.817,4251.746,4270.094,0.4316,NONE,0.5614,BULL,NO_SIGNAL
2026-06-18 15:30:00,4226.775,4246.751,4266.762,0.4712,NONE,0.5614,BULL,NO_SIGNAL
2026-06-18 16:00:00,4225.088,4242.419,4263.556,0.4982,NONE,0.6327,BULL,NO_SIGNAL
2026-06-18 16:30:00,4219.239,4237.783,4260.147,0.5277,NONE,0.6327,BULL,NO_SIGNAL
2026-06-18 17:00:00,4225.917,4235.41,4257.514,0.5219,NONE,0.6327,BULL,NO_SIGNAL
2026-06-18 17:30:00,4230.472,4234.422,4255.434,0.4962,NONE,0.6327,BULL,NO_SIGNAL
2026-06-18 18:00:00,4226.412,4232.82,4253.202,0.4815,NONE,0.7157,BULL,NO_SIGNAL
2026-06-18 18:30:00,4218.412,4229.938,4250.526,0.4867,NONE,0.7157,BULL,NO_SIGNAL
2026-06-18 19:00:00,4205.175,4224.986,4247.037,0.5219,NONE,0.7157,BULL,NO_SIGNAL
2026-06-18 19:30:00,4216.825,4223.354,4244.713,0.5057,NONE,0.7157,BULL,NO_SIGNAL
2026-06-18 20:00:00,4218.822,4222.447,4242.721,0.4802,NONE,0.7917,BULL,NO_SIGNAL
2026-06-18 20:30:00,4208.216,4219.601,4240.067,0.485,NONE,0.7917,BULL,NO_SIGNAL
2026-06-18 22:00:00,4204.196,4216.52,4237.308,0.493,NONE,0.8938,BULL,NO_SIGNAL
2026-06-18 22:30:00,4207.589,4214.734,4235.022,0.4814,NONE,0.8938,BULL,NO_SIGNAL
2026-06-18 23:00:00,4197.121,4211.211,4232.106,0.4962,NONE,0.8938,BULL,NO_SIGNAL
2026-06-18 23:30:00,4188.559,4206.681,4228.757,0.5248,NONE,0.8938,BULL,NO_SIGNAL
2026-06-19 00:00:00,4185.197,4202.384,4225.406,0.5478,NONE,0.9672,BULL,NO_SIGNAL
2026-06-19 00:30:00,4190.456,4199.998,4222.717,0.5409,NONE,0.9672,BULL,NO_SIGNAL
2026-06-19 01:00:00,4190.618,4198.122,4220.248,0.527,NONE,0.9672,BULL,NO_SIGNAL
2026-06-19 01:30:00,4184.75,4195.448,4217.518,0.526,NONE,0.9672,BULL,NO_SIGNAL
2026-06-19 02:00:00,4179.3,4192.218,4214.578,0.5334,NONE,1.1002,BULL,NO_SIGNAL
2026-06-19 02:30:00,4176.43,4189.061,4211.643,0.5391,NONE,1.1002,BULL,NO_SIGNAL
2026-06-19 03:00:00,4167.493,4184.747,4208.247,0.5616,NONE,1.1002,BULL,NO_SIGNAL
2026-06-19 03:30:00,4153.332,4178.464,4204.023,0.6117,NONE,1.1002,BULL,NO_SIGNAL
2026-06-19 04:00:00,4146.702,4172.112,4199.614,0.6592,NONE,1.2236,BULL,NO_SIGNAL
2026-06-19 04:30:00,4125.935,4162.876,4193.946,0.7464,NONE,1.2236,BULL,NO_SIGNAL
2026-06-19 05:00:00,4133.506,4157.002,4189.297,0.7769,NONE,1.2236,BULL,NO_SIGNAL
2026-06-19 05:30:00,4139.522,4153.506,4185.468,0.7695,NONE,1.2236,BULL,NO_SIGNAL
2026-06-19 06:00:00,4141.96,4151.197,4182.121,0.7449,NONE,1.2409,BULL,NO_SIGNAL
2026-06-19 06:30:00,4147.761,4150.51,4179.478,0.6979,NONE,1.2409,BULL,NO_SIGNAL
2026-06-19 07:00:00,4152.346,4150.877,4177.391,0.6388,NONE,1.2409,BULL,NO_SIGNAL
2026-06-19 07:30:00,4158.093,4152.32,4175.907,0.568,NONE,1.2409,BULL,NO_SIGNAL
2026-06-19 08:00:00,4175.642,4156.985,4175.886,0.4547,NONE,1.22,BULL,NO_SIGNAL
2026-06-19 08:30:00,4168.92,4159.372,4175.35,0.3842,NONE,1.22,BULL,NO_SIGNAL
2026-06-19 09:00:00,4162.56,4160.009,4174.366,0.3451,NONE,1.22,BULL,NO_SIGNAL
2026-06-19 09:30:00,4162.977,4160.603,4173.49,0.3098,NONE,1.22,BULL,NO_SIGNAL
2026-06-19 10:00:00,4153.64,4159.21,4171.963,0.3066,NONE,1.2176,BULL,NO_SIGNAL
2026-06-19 10:30:00,4149.915,4157.351,4170.267,0.3107,NONE,1.2176,BULL,NO_SIGNAL
2026-06-19 11:00:00,4144.357,4154.752,4168.274,0.3255,NONE,1.2176,BULL,NO_SIGNAL
2026-06-19 11:30:00,4152.435,4154.289,4167.056,0.3073,NONE,1.2176,BULL,NO_SIGNAL
2026-06-19 12:00:00,4151.791,4153.789,4165.882,0.2911,NONE,1.2005,BULL,NO_SIGNAL
2026-06-19 12:30:00,4178.926,4158.817,4166.885,0.194,NONE,1.2005,BULL,NO_SIGNAL
2026-06-19 13:00:00,4164.076,4159.869,4166.669,0.1635,NONE,1.2005,BULL,NO_SIGNAL
2026-06-19 13:30:00,4151.311,4158.157,4165.488,0.1763,NONE,1.2005,BULL,NO_SIGNAL
2026-06-19 14:00:00,4149.336,4156.393,4164.245,0.1889,NONE,1.1706,BULL,NO_SIGNAL
2026-06-19 14:30:00,4149.084,4154.931,4163.079,0.1961,NONE,1.1706,BULL,NO_SIGNAL
2026-06-19 15:00:00,4151.151,4154.175,4162.161,0.1922,NONE,1.1706,BULL,NO_SIGNAL
2026-06-19 15:30:00,4150.933,4153.527,4161.298,0.1871,NONE,1.1706,BULL,NO_SIGNAL
2026-06-19 16:00:00,4147.178,4152.257,4160.212,0.1916,NONE,1.117,BULL,NO_SIGNAL
